"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Spain","ESP","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.83800005912781","1.89443004131317","2.07027006149292","","1.46352994441986","","1.90456998348236","2.08282995223999","2.23679995536804","2.34441995620728","","","","","","","","3.13669991493225","3.33736991882324","3.56145000457764","3.64349007606506","3.75254011154175","3.84760999679565","4.25645017623901","4.4968900680542","4.44671010971069","4.46852016448975","","4.30295991897583","4.27052021026611","4.17637","4.11988","4.13603","4.16717","4.14829","4.13003","4.16759","4.23332","4.50094","4.86771","4.81912","4.86633","4.43188","4.32834","4.2799","4.27239","4.20911","","","",
"Estonia","EST","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.07305002212524","6.10584020614624","6.44819021224976","6.29860019683838","6.68735980987549","5.34021","5.23648","5.46868","5.29463","4.91181","4.84486","","4.66396","5.51751","5.95415","5.527","5.01738","4.71293","4.83838","5.39886","5.13904","5.17316","","","",
"Ethiopia","ETH","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","2.11234998703003","2.30205988883972","2.11203002929688","2.33756995201111","2.13794994354248","","","","","","","2.35420989990234","","","2.77462005615234","2.75794005393982","","","3.98311","3.70029","3.63245","","","","5.49096","5.45113","5.4082","4.42207","4.49659","5.48576","5.56678","4.49855","4.60202","4.73792","","","","",
"European Union","EUU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","5.40947008132935","5.32742023468018","5.004469871521","5.08960008621216","4.47899007797241","5.02950000762939","5.22445011138916","","","4.79335021972656","4.8221697807312","4.82993984222412","4.77615976333618","4.85174989700317","4.69558000564575","5.04195976257324","5.09658002853394","5.19813013076782","5.06490993499756","5.07036018371582","5.33590984344482","6.33289003372192","6.51512002944946","7.48367023468018","6.85562992095947","6.80942010879517","6.86052989959717","","","5.86960983276367","5.71688","5.84797","6.02478","6.17477","6.1685","6.03606","5.9381","5.68609","5.84677","6.48518","6.54071","6.48201","7.19254","7.15848","7.15156","7.08008","6.89735","","","",
"Fiji","FJI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","5.19760990142822","","5.82010984420776","","6.48669004440308","","","","","","4.83109998703003","","","","","","","","","5.512619972229","5.15351009368896","5.85725","5.61714","6.24382","","6.16493","5.12197","5.60714","5.84843","4.25357","4.49848","","4.17306","","3.88289","","","","","","",
"France","FRA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.4297399520874","3.17421007156372","3.35917997360229","3.23003005981445","4.24204015731812","4.42854022979736","4.42470979690552","4.43521022796631","4.34511995315552","4.2811598777771","4.30769014358521","4.73072004318237","4.85202980041504","4.85234022140503","4.86753988265991","4.85157012939453","4.70795011520386","4.62343978881836","4.54472017288208","4.45639991760254","4.51393985748291","4.84130001068115","4.73539018630981","5.42959022521973","5.62643003463745","5.79072999954224","5.75672006607056","","5.68792009353638","5.67413997650146","5.5418","5.43968","5.43107","5.74671","5.65932","5.51873","5.45718","5.45728","5.45351","5.74618","5.69251","5.5183","5.45642","5.50028","5.51206","5.46424","5.43259","","","",
"Faroe Islands","FRO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.40977001190186","6.70818","","","","","","","","","","","","","","","12.4595","","","","",
"Gabon","GAB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80552005767822","","","","","","3.41966009140015","3.08122992515564","3.82709","","","","","","","","","","3.07809","2.98746","3.0134","3.02971","2.66667","","","","","",
"United Kingdom","GBR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","5.03205013275146","5.15937995910645","5.44860982894897","5.39099979400635","6.26878023147583","6.42422008514404","6.06335020065308","","","5.07011985778809","5.2884202003479","5.1887001991272","5.06150007247925","4.89905977249146","4.5940899848938","4.38083982467651","4.37180995941162","4.26831007003784","4.12511014938354","4.05552005767822","4.1224799156189","4.3344898223877","","4.850830078125","4.83926010131836","4.40783977508545","","4.22991991043091","4.02541017532349","4.07179","4.14389","4.69248","4.84832","4.77278","4.97698","5.02086","4.9534","4.93553","5.13067","5.77046","5.6462","","5.58823","5.66499","5.60939","5.48697","","","",
"Georgia","GEO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.91565990447998","","","","2.10888004302979","2.15512990951538","2.18107","2.1375","2.23501","2.0656","2.9142","2.48431","3.00364","2.69687","2.91956","3.22239","","2.69622","1.98331","","","","3.78477","3.84973","","",
"Ghana","GHA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.22444009780884","4.62139987945557","","3.80271005630493","4.876540184021","5.82882976531982","6.09528017044067","","2.31135010719299","2.70777010917664","1.80812001228333","1.90453994274139","","","","3.35448002815247","3.3066999912262","3.18741989135742","","","","","","","","","","","4.11037015914917","","5.35444","","","7.53558","7.42208","5.25983","5.51987","5.75796","5.31744","5.5406","8.14097","7.91914","4.6071","4.49182","4.51089","4.48683","3.61798","","",
"Gibraltar","GIB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01639008522034","2.00631999969482","2.08843994140625","","","","","","2.36141991615295","2.5934","2.08191","2.59387","2.37102","2.21","1.84906","","","1.58112","2.20725","2.55119","2.28742","1.83371","2.63421","2.42281","2.51714","2.518","2.21697","","",
"Gambia, The","GMB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","4.29514980316162","3.48473000526428","","","2.97409009933472","2.82583999633789","3.78061008453369","1.16983997821808","","","2.55356001853943","2.56627988815308","","","1.56512999534607","1.46587","1.1581","1.44292","1.36338","1.0345","1.13919","1.20949","1.30849","3.52738","3.07235","4.1561","3.92511","4.10118","1.82979","2.17849","","2.05946","","","",
"Guinea-Bissau","GNB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24617004394531","","","","","","","","","","","1.86082","1.85786","2.00106","2.13249","","","","","","",
"Equatorial Guinea","GNQ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18797993659973","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.54649996757507","1.30245995521545","","1.11261999607086","1.33608996868134","1.46085000038147","1.44825005531311","1.4937299489975","1.68570005893707","","","1.69280004501343","1.68684005737305","1.68868005275726","1.81002998352051","","1.83336997032166","1.83421003818512","1.86893999576569","2.01546001434326","2.04608011245728","1.93432998657227","","","","","","","2.89256000518799","3.02772998809814","3.23019","3.36458","3.42431","3.42934","3.66719","3.96396","","","","","","","","","","","","","","",
"Grenada","GRD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.92674","","","","","","","","","","","","","10.24036","3.17043","","",
"Greenland","GRL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.85871994495392","2.0255401134491","","","","","1.62729001045227","","","","","","","","","","","","","","","","","1.66575002670288","1.43998003005981","1.60479998588562","1.56369996070862","","","","","","","","","","2.98401","3.03874","3.18454","","2.80306","2.92014","2.95786","2.84226","2.94139","2.95518","2.83281","2.79538","","",
"Guam","GUM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.32897996902466","","","","","","","7.08872985839844","","9.37786960601807","","","","8.2534704208374","7.22747993469238","","","","","","","","","","3.72445011138916","3.60933995246887","","","","8.56105995178223","8.48415","8.3973","8.36554","6.9559","5.51294","8.13973","5.08925","3.75262","","3.30274","3.63855","3.59204","3.18242","","5.84796","5.21483","6.061","6.34497","","",
"High income","HIC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","2.36814999580383","2.29560995101929","2.1833701133728","2.36029005050659","2.44919991493225","2.43336009979248","2.21923995018005","2.32255005836487","","2.19214010238647","2.27172994613647","1.66982996463776","2.57859992980957","2.58169007301331","2.55896997451782","","","","","2.46608996391296","","2.82820010185242","","","","2.72831010818481","","","","","3.9037","4.01554","4.2853","4.55896","4.13463","3.84279","3.45455","3.26063","4.39213","3.51003","3.41822","3.50961","3.76032","3.57255","3.26212","3.29265","3.30965","3.32452","",
"Honduras","HND","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","2.01904988288879","2.01298999786377","1.93636000156403","","","","","","","","","","","","","","2.51263999938965","2.61744999885559","","","","","","","","","","","","","","","","","","5.87493","7.09012","6.41297","6.30177","5.95605","","",
"Heavily indebted poor countries (HIPC)","HPC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81228","3.86653","3.82557","","","3.96922","4.26934","4.38394","4.23793","4.1471","","4.55695","","","","","","",
"Haiti","HTI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","1.39374005794525","1.07954001426697","1.0222100019455","0.986190021038055","0.969290018081665","","","","","","1.07398998737335","","","","","","","","","","","","","","","","","","","","","","","","3.15723","2.44959","","","",
"Hungary","HUN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.88024997711182","6.0804500579834","5.92045021057129","5.8357400894165","4.84819984436035","4.33465003967285","","4.4028902053833","4.55804014205933","4.85891","4.92448","5.17097","5.7896","5.33039","5.32835","5.30903","5.14728","4.97793","4.96436","4.76895","4.60079","4.17353","4.20357","4.63313","4.5721","4.71078","","","",
"IBRD only","IBD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","2.78820991516113","","","","","","","","","","","","","","","","","0.871410012245178","","","","","0.998549997806549","1.00434994697571","1.07854998111725","1.07208001613617","","","","2.46003","2.64569","3.218","2.74847","2.87282","","3.04425","2.9019","3.52513","2.81228","3.18944","3.40748","3.35904","3.28801","3.5836","","","","",
"IDA only","IDX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3613600730896","3.57256007194519","4.41539001464844","4.32479","","","3.61341","3.35254","3.18875","3.14285","","","3.27825","3.37769","3.79618","3.8675","3.84467","","","","","","",
"Not classified","INX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.48104000091553","4.61138010025024","4.60305023193359","4.680419921875","","4.2913498878479","5.07923984527588","5.06155014038086","5.28179979324341","5.31584978103638","5.72516012191772","5.38308000564575","5.44003009796143","5.27538013458252","5.24209022521973","5.29486989974976","5.52220010757446","5.01015996932983","4.70738983154297","4.59505987167358","4.77694988250732","4.99963998794556","5.10943984985352","5.1825098991394","4.86579990386963","4.74829006195068","","4.29312992095947","4.14085006713867","4.13662","4.09193","4.10618","4.20553","4.48631","4.52212","4.54547","4.71225","5.44452","6.13522","6.03844","5.84754","5.76242","5.32687","4.86953","3.76355","3.69856","","","",
"Iran, Islamic Rep.","IRN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","2.77033996582031","2.76672005653381","2.87667989730835","2.69034004211426","2.96556997299194","","5.416259765625","","","","7.1314001083374","5.80205011367798","4.18053007125854","3.80160999298096","3.46019005775452","3.56991004943848","4.14092016220093","3.68129992485046","3.99721002578735","3.77391004562378","3.74353003501892","3.64046001434326","4.31462001800537","","4.08180999755859","3.53776001930237","","","4.22040987014771","4.03064","4.07168","4.48488","4.36322","4.29663","4.05651","4.28999","4.59681","3.91376","3.84245","3.70918","3.48497","3.16859","3.06795","2.80135","2.79739","3.36576","3.7904","3.95536","",
"Iraq","IRQ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","3.8570499420166","","","2.42378997802734","","","","","","","","","3.55150008201599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.32266998291016","","","5.21890020370483","4.82708978652954","4.85250997543335","5.28604984283447","","6.82397985458374","6.48074007034302","6.50242","6.7871","7.38668","7.31736","7.21466","7.40943","7.37107","7.05265","7.20186","7.30666","6.97848","6.81823","7.59636","7.49122","7.68856","7.53237","7.45988","","","",
"Israel","ISR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","5.3668098449707","5.93988990783691","6.03793001174927","5.94423007965088","5.8403000831604","6.62109994888306","6.70473003387451","7.14989995956421","7.09483003616333","6.66625022888184","7.01447010040283","7.00283002853394","8.0216703414917","6.13041019439697","5.52558994293213","4.51100015640259","5.70964002609253","5.42505979537964","5.43766021728516","5.58196020126343","5.95787000656128","6.44068002700806","","","","6.65232992172241","6.41908979415894","6.1182","6.37935","6.46929","6.35459","5.94582","5.76243","5.76303","5.50995","5.54223","5.49584","5.54157","5.5616","5.69417","5.87925","5.78425","5.85445","5.8493","","","",
"Italy","ITA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.37794995307922","2.90836000442505","","","3.84783005714417","3.72390007972717","3.93249011039734","","3.79287004470825","4.17750978469849","","","","4.50292015075684","4.79036998748779","4.70532989501953","4.67030000686646","","4.60797023773193","","","","","4.74955987930298","4.44797992706299","4.33294010162354","4.45951986312866","","4.46346998214722","4.52335977554321","4.29886","4.66888","4.44711","4.5548","4.39717","4.24942","4.53777","4.11852","4.40287","4.53631","4.35239","4.14407","4.08391","4.16472","4.07525","4.08169","3.82943","","","",
"Jamaica","JAM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","3.63143992424011","4.24897003173828","5.22878980636597","5.85832977294922","6.02651977539063","","","","","","","","5.39190006256104","4.60398006439209","","3.94086003303528","5.18397998809814","4.7791600227356","4.38306999206543","3.33665990829468","3.21403002738953","4.06418991088867","3.38908004760742","3.67773008346558","4.37953996658325","","","4.98347","5.38103","5.37523","4.25685","3.91255","4.61642","","5.49022","6.19132","6.19848","6.3706","6.26664","6.11246","6.25108","6.01654","5.45576","5.31548","5.26013","5.40731","",
"Jordan","JOR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.63003993034363","3.29768991470337","2.38742995262146","2.48693990707397","3.55768990516663","3.76347994804382","3.53393006324768","3.67989993095398","3.68116998672485","5.08172988891602","","5.16731977462769","5.08915996551514","4.92795991897583","5.93695020675659","","3.28437995910645","3.29657006263733","4.04757022857666","5.64386987686157","","","","","","","7.475989818573","6.36451005935669","","4.94416999816895","","","","","","","","","","","","","","","","","3.89621","3.59959","","",
"Japan","JPN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.65630006790161","4.01131010055542","4.04297018051147","4.04003000259399","4.66899013519287","4.85082006454468","4.84027004241943","4.89441013336182","5.05744981765747","5.0687198638916","5.06440019607544","5.04606008529663","4.82426977157593","","","","5.596519947052","5.55604982376099","5.3671498298645","","","","3.42903995513916","3.63566994667053","3.46572995185852","","","3.35602998733521","3.43330001831055","3.51617","3.45707","3.46537","3.52369","3.48307","3.36862","3.32909","3.33094","3.31915","","3.6395","3.64258","3.69226","3.66538","3.59059","","","","","",
"Kazakhstan","KAZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0344500541687","3.92371010780334","4.37342977523804","","3.89257001876831","3.25662","","3.0297","","2.25591","2.26353","2.62678","2.83139","2.58946","3.06072","","","","","","2.78858","2.9781","2.817","","",
"Kenya","KEN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.92982006072998","4.47633981704712","4.65051984786987","5.06550979614258","5.60612010955811","5.74410009384155","5.13632011413574","","","5.38787984848022","5.92372989654541","5.67812013626099","5.43830013275146","4.58095979690552","5.19976997375488","6.01379013061523","","6.60055017471313","6.035719871521","","6.57067012786865","6.07590007781982","6.02915000915527","5.9240198135376","","","","","5.32323980331421","5.18673","5.20621","6.172","6.49427","6.79693","7.33565","7.04984","","","","5.50822","5.33529","5.50904","5.41138","5.28021","5.27134","5.36267","5.23898","","",
"Kyrgyz Republic","KGZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.58819007873535","6.15642976760864","4.90260982513428","","4.91963005065918","4.0852198600769","3.50837","3.85419","4.44546","4.47541","4.62244","4.87384","5.54986","6.467","5.91319","6.23268","5.81883","6.79062","7.38423","6.7802","5.5316","5.98551","6.58615","6.13628","","",
"Cambodia","KHM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.25907003879547","","1.65599","1.72222","1.71121","","1.71982","","","1.5993","","1.66568","1.53379","1.51069","1.5609","2.05054","1.90939","","","","","",
"Kiribati","KIR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.79312992095947","4.26642990112305","","","3.13510990142822","","","","","","","","","","","","","","","","","","","","","","","","","10.8710098266602","11.18587","11.98812","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","3.96497988700867","","2.64111995697021","","2.19796991348267","","1.99846994876862","2.30387997627258","","","2.57643008232117","","","4.02056980133057","3.32264995574951","4.61109","4.26531","3.79239","3.66258","3.80364","3.629","3.98012","3.99306","","","","","","","","2.60631","","","","",
"Korea, Rep.","KOR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.41623997688293","3.74429988861084","3.22672009468079","2.68692994117737","","2.09690999984741","2.76595997810364","2.43792009353638","","3.03602004051209","3.48096990585327","2.9189600944519","6.37731981277466","4.35188007354736","4.04315996170044","4.0271201133728","3.67684006690979","3.41615009307861","2.78400993347168","3.10540008544922","3.0824499130249","3.54189991950989","3.63384008407593","3.75787997245789","3.0714099407196","2.99060010910034","","","3.4499499797821","3.45444011688232","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.28733992576599","2.81574988365173","3.30368995666504","3.52160000801086","2.13554000854492","3.11508011817932","3.36866998672485","4.08185005187988","3.42856001853943","2.79101991653442","2.71914005279541","3.0335099697113","5.09027004241943","5.14888000488281","5.00761985778809","5.40083980560303","","","","","","14.1988296508789","","","","5.85953998565674","5.58250999450684","","","","6.586","6.5505","","5.53515","4.73825","3.76001","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33456993103027","","","","2.42974996566772","2.13019990921021","","","1.50369","1.99028","2.82522","","2.413","2.41409","2.95879","3.07842","2.27855","1.65485","1.70979","1.70802","1.82147","3.23381","2.93781","","","","","",
"Lebanon","LBN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.66651999950409","1.93125998973846","2.22463011741638","2.0846700668335","","","","","2.84148","2.55271","","2.64274","2.6471","2.77649","2.57878","2.00731","1.76184","1.61433","1.64639","2.14754","2.45537","","","","","","",
"Liberia","LBR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.70166","","","","1.77712","1.73466","2.2791","","","","","",
"Libya","LBY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26416993141174","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","5.26929998397827","","","","4.6734299659729","","","","","","","","7.31753015518188","","","","6.19187021255493","6.10071992874146","","6.38306","","3.95245","3.84337","4.73961","5.25354","","4.69025","3.43997","3.86524","3.86008","3.58932","4.31317","4.3956","4.47612","5.80423","","3.83341","",
"Latin America & Caribbean","LCN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.46014","2.43333","","2.05381","1.92119","2.04837","","","2.55604","","","","","","","","",
"Sri Lanka","LKA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","3.31640005111694","","2.74454998970032","","","","2.56743001937866","2.7041699886322","2.44220995903015","2.55850005149841","2.39060997962952","2.16526007652283","2.5761399269104","2.805419921875","2.64433002471924","2.82635998725891","2.7551600933075","2.41092991828918","2.91558003425598","","","3.10853004455566","2.95760011672974","3.34360003471375","","3.05141997337341","","","","","","","","","","","2.0559","1.71774","1.80861","1.49617","1.62107","1.93288","2.22875","3.47508","2.80152","","",
"Lower middle income","LMC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
